0,1,4.17244537349e-05,23966.7607478,0,0
0,2,4.4254724912e-05,22596.4572594,0,0
0,3,4.60574699565e-05,21712.0046096,0,0
0,4,4.80860399989e-05,20796.0564027,0,0
0,5,4.87410539258e-05,20516.5854953,0,0
0,6,4.89071351494e-05,20446.9142784,0,0
0,7,5.05269181392e-05,19791.430723,0,0
0,8,5.10557880417e-05,19586.4178844,0,0
0,9,5.21774241287e-05,19165.3769173,0,0
0,10,5.5503473531e-05,18016.8904103,0,0
0,11,5.5503473531e-05,18016.8904103,0,0
0,12,5.7360881168e-05,17433.4839291,0,0
0,13,5.7360881168e-05,17433.4839291,0,0
0,14,5.83437419186e-05,17139.798839,0,0
0,15,5.83437419186e-05,17139.798839,0,0
0,16,5.93574866448e-05,16847.0745061,0,0
0,17,6.28637645267e-05,15907.4151465,0,0
0,18,6.28637645267e-05,15907.4151465,0,0
0,19,6.29512438308e-05,15885.3096324,0,0
0,20,6.47838336241e-05,15435.9497433,0,0
0,21,6.7521479063e-05,14810.1021168,0,0
0,22,6.7521479063e-05,14810.1021168,0,0
0,23,6.7521479063e-05,14810.1021168,0,0
0,24,6.7521479063e-05,14810.1021168,0,0
0,25,7.20773816255e-05,13873.9779033,0,0
0,26,7.20773816255e-05,13873.9779033,0,0
0,27,7.20773816255e-05,13873.9779033,0,0
0,28,7.20773816255e-05,13873.9779033,0,0
0,29,7.20773816255e-05,13873.9779033,0,0
0,30,7.20773816255e-05,13873.9779033,0,0
0,31,7.20773816255e-05,13873.9779033,0,0
0,32,7.27477504954e-05,13746.1295118,0,0
0,33,7.27477504954e-05,13746.1295118,0,0
0,34,7.45588491518e-05,13412.2241877,0,0
0,35,7.47501262441e-05,13377.9038277,0,0
0,36,7.81420643134e-05,12797.2047934,0,0
0,37,7.81420643134e-05,12797.2047934,0,0
0,38,7.81420643134e-05,12797.2047934,0,0
0,39,7.87394641291e-05,12700.1118316,0,0
0,40,8.01070119994e-05,12483.3017116,0,0
0,41,8.07514893086e-05,12383.6725311,0,0
0,42,8.6483752543e-05,11562.8655163,0,0
0,43,8.77398992102e-05,11397.3233273,0,0
0,44,8.82612723996e-05,11329.9975495,0,0
0,45,8.82612723996e-05,11329.9975495,0,0
0,46,9.15081807065e-05,10927.9847144,0,0
0,47,9.15081807065e-05,10927.9847144,0,0
0,48,9.15081807065e-05,10927.9847144,0,0
0,49,9.36053013937e-05,10683.1556024,0,0
0,50,9.36053013937e-05,10683.1556024,0,0
0,51,9.49044211081e-05,10536.9169141,0,0
0,52,9.49044211081e-05,10536.9169141,0,0
0,53,9.69297845683e-05,10316.7463381,0,0
0,54,9.69297845683e-05,10316.7463381,0,0
0,55,9.80348253489e-05,10200.4567912,0,0
0,56,9.80348253489e-05,10200.4567912,0,0
0,57,0.000100574467842,9942.88134413,0,0
0,58,0.000100595676472,9940.78508213,0,0
0,59,0.000102700150701,9737.08405659,0,0
0,60,0.000104442662803,9574.63141172,0,0
0,61,0.000104442662803,9574.63141172,0,0
0,62,0.000104442662803,9574.63141172,0,0
0,63,0.00010538608283,9488.91896489,0,0
0,64,0.00010538608283,9488.91896489,0,0
0,65,0.000106086524611,9426.26788524,0,0
0,66,0.000106890508386,9355.36761029,0,0
0,67,0.000107309746172,9318.81805398,0,0
0,68,0.000108954640362,9178.13134598,0,0
0,69,0.000109201646292,9157.37110162,0,0
