0,1,4.18347969375e-05,23903.5461674,0,0,6.08357885138
0,2,4.53558231832e-05,22047.8855815,0,0,6.12021652484
0,3,4.77511388589e-05,20941.908903,0,0,6.0462502476
0,4,4.77511388589e-05,20941.908903,0,0,6.12157208997
0,5,5.03426071592e-05,19863.889783,0,0,6.13117641116
0,6,5.41373055971e-05,18471.5509752,0,0,6.09301413747
0,7,5.41533366373e-05,18466.0828325,0,0,6.13117641116
0,8,5.41533366373e-05,18466.0828325,0,0,6.20680851031
0,9,5.83854907922e-05,17127.5429294,0,0,6.10249124617
0,10,5.83854907922e-05,17127.5429294,0,0,6.11201046645
0,11,5.83854907922e-05,17127.5429294,0,0,6.12845823899
0,12,6.26325682138e-05,15966.1343694,0,0,6.09166902656
0,13,6.26325682138e-05,15966.1343694,0,0,6.09301413747
0,14,6.44032075572e-05,15527.1769517,0,0,6.174823872
0,15,6.44032075572e-05,15527.1769517,0,0,6.14914815506
0,16,6.44032075572e-05,15527.1769517,0,0,6.08357885138
0,17,6.44032075572e-05,15527.1769517,0,0,6.08357885138
0,18,6.44032075572e-05,15527.1769517,0,0,6.10249124617
0,19,6.44032075572e-05,15527.1769517,0,0,6.11201046645
0,20,6.44032075572e-05,15527.1769517,0,0,6.13117641116
0,21,6.54677173684e-05,15274.7039334,0,0,6.05552107944
0,22,6.54677173684e-05,15274.7039334,0,0,6.02782956328
0,23,6.55313065215e-05,15259.8819264,0,0,6.08223718947
0,24,6.55313065215e-05,15259.8819264,0,0,6.11065840407
0,25,6.55313065215e-05,15259.8819264,0,0,6.12157208997
0,26,6.55313065215e-05,15259.8819264,0,0,6.16865330458
0,27,6.82442411011e-05,14653.2510856,0,0,6.05552107944
0,28,6.82442411011e-05,14653.2510856,0,0,6.08357885138
0,29,6.91156876153e-05,14468.4952795,0,0,6.14082372723
0,30,6.9259997953e-05,14438.3486797,0,0,6.16024854697
0,31,6.95400036919e-05,14380.2120637,0,0,6.15051433821
0,32,6.98002283793e-05,14326.6006891,0,0,6.15051433821
0,33,7.12172787089e-05,14041.5362413,0,0,6.1188609597
0,34,7.12172787089e-05,14041.5362413,0,0,6.16024854697
0,35,7.2910148287e-05,13715.5118114,0,0,6.15051433821
0,36,7.31465995059e-05,13671.1755127,0,0,6.10249124617
0,37,7.35814281046e-05,13590.385859,0,0,6.15051433821
0,38,7.50496600711e-05,13324.510718,0,0,6.15051433821
0,39,7.56279133468e-05,13222.6311126,0,0,6.12157208997
0,40,7.56279133468e-05,13222.6311126,0,0,6.11065840407
0,41,7.56279133468e-05,13222.6311126,0,0,6.05552107944
0,42,7.56279133468e-05,13222.6311126,0,0,6.16024854697
0,43,7.56545081093e-05,13217.9829728,0,0,6.11201046645
